,TITULAR,DESCRIPCIÓN,LINKS
212,"Vacuna contra el COVID-19 | COVAX, la coalición de 165 países que busca garantizarla a los países más pobres",COVAX busca el compromiso de los países para distribuir equitativamente 2.000 millones de dosis de la vacuna contra el coronavirus en 2021. Aunqu...,https://elcomercio.pe/tecnologia/ciencias/vacuna-contra-el-covid-19-covax-la-coalicion-de-165-paises-que-busca-garantizarla-a-los-paises-mas-pobres-bbc-salud-ciencias-noticia/
213,Coronavirus: China autoriza los primeros vuelos internacionales directos a Beijing,A partir de este jueves 3 de setiembre se retomarán nueve rutas provenientes de ocho países que China considera más seguros por registrar menos c...,https://elcomercio.pe/mundo/asia/coronavirus-china-autoriza-primeros-vuelos-internacionales-directos-a-beijing-desde-marzo-covid-19-nndc-noticia/
214,Ica: gobernador regional revela que se contagió de COVID-19,"“La pandemia que se llevó a familiares, amigos y conocidos. A Dios gracias, y al esfuerzo de nuestros guerreros, la curva empieza a descender”, i...",https://elcomercio.pe/peru/ica/ica-gobernador-regional-revela-que-se-contagio-de-covid-19-javier-gallegos-coronavirus-nnpp-noticia/
215,Tailandia cumple 100 días sin detectar ningún caso de contagio local de coronavirus | FOTOS,"Tailandia fue el primer país en detectar, en enero, un contagio de COVID-19 fuera de China. Las autoridades anunciaron hoy ocho nuevos casos impo...",https://elcomercio.pe/mundo/asia/coronavirus-tailandia-cumple-100-dias-sin-detectar-ningun-caso-de-contagio-local-de-covid-19-fotos-nndc-noticia/
216,Coronavirus en Perú: intervienen a familia cuando celebraba cumpleaños en pleno estado de emergencia | VIDEO,La intervención policial fue a una familia que se encontraba celebrando el cumpleaños número 60 de uno de sus integrantes dentro de su departamen...,https://elcomercio.pe/lima/policiales/coronavirus-peru-chorrillos-intervienen-a-familia-cuando-celebraba-cumpleanos-en-pleno-estado-de-emergencia-video-estado-de-emergencia-nndc-noticia/
217,Coronavirus en Perú: graban a jóvenes jugando fulbito en último piso de galería | VIDEO,"Al percatarse de la llegada de la policía, huyeron del lugar. No cumplían con el distanciamiento social y algunos no portaban mascarillas para ev...",https://elcomercio.pe/lima/policiales/coronavirus-peru-cercado-de-lima-graban-a-jovenes-jugando-fulbito-en-cancha-sintetica-ubicada-en-el-ultimo-piso-de-galeria-video-estado-de-emergencia-nndc-noticia/
218,Coronavirus: hombre fue condenado a dos años de cárcel en China por saltarse la cuarentena,"“Al final, dos aldeas acabaron completamente confinadas”, según la corte, que responsabilizó al hombre de la propagación del coronavirus tras reg...",https://elcomercio.pe/mundo/asia/coronavirus-guo-china-hombre-fue-condenado-a-dos-anos-de-carcel-por-saltarse-la-cuarentena-wuhan-sichuan-covid-19-nndc-noticia/
219,El Gobierno de Trump prohíbe la mayoría de desalojos hasta 2021 por COVID-19,"Para acogerse al beneficio, los inquilinos deben demostrar que no ingresan más de 99.000 dólares al año y “que han agotado sus mejores esfuerzos ...",https://elcomercio.pe/mundo/eeuu/coronavirus-el-gobierno-de-trump-prohibe-la-mayoria-de-desalojos-hasta-2021-por-covid-19-nndc-noticia/
220,Nancy Pelosi rompe las reglas para frenar el coronavirus al ir a un salón de belleza cerrado | VIDEO,"Imágenes de una cámara de seguridad emitidas por Fox News muestran a Nancy dentro del salón de belleza con el cabello mojado y sin mascarilla, pe...",https://elcomercio.pe/mundo/eeuu/coronavirus-san-francisco-nancy-pelosi-es-criticada-por-asistir-a-un-salon-de-belleza-cerrado-por-el-covid-19-en-california-video-estados-unidos-nndc-noticia/
221,Escocia impone nuevamente restricciones contra el coronavirus en Glasgow ,"Las restricciones, impuesta a reuniones sociales y a viajeros, se han tomado tras registrarse más de 130 nuevos casos en dos días en la ciudad",https://elcomercio.pe/mundo/europa/coronavirus-escocia-impone-nuevamente-restricciones-contra-el-covid-19-en-glasgow-nndc-noticia/
222,Colombia sobrepasa las 20.000 muertes por coronavirus al registrar 389 fallecidos en un día,"Después de la cuarentena de 160 días que comenzó el 25 de marzo, Colombia comenzó este martes una nueva etapa con la reapertura de aeropuertos, r...",https://elcomercio.pe/mundo/latinoamerica/coronavirus-colombia-en-vivo-casos-y-cifras-oficiales-del-martes-1-de-setiembre-sobrepaso-las-20000-muertes-por-covid-19-cuando-regresa-a-la-normalidad-ultimo-minuto-en-directo-ivan-duque-claudia-lopez-bogota-noticia/
223,"Coronavirus EN VIVO | Últimas noticias, casos y muertes por COVID-19 en el mundo, hoy martes 01 de setiembre",Coronavirus EN VIVO en el mundo | Sigue aquí EN DIRECTO las últimas noticias y conoce las cifras actualizadas de la pandemia COVID-19 en todo el ...,https://elcomercio.pe/mundo/actualidad/coronavirus-en-vivo-casos-muertes-y-noticias-de-pandemia-covid-19-en-el-mundo-hoy-martes-01-de-setiembre-2020-sars-cov-2-virus-oms-vacuna-covid-19-noticia/
224,"Coronavirus Perú EN VIVO | Cifras oficiales y noticias en el día 170 del estado de emergencia, hoy 01 de setiembre","Coronavirus Perú EN VIVO | Últimas noticias, cifras oficiales del Minsa y datos sobre el avance de la pandemia en el país, HOY martes 01 de setie...",https://elcomercio.pe/peru/coronavirus-peru-en-vivo-cifras-oficiales-casos-muertos-y-noticias-hoy-martes-01-de-setiembre-2020-dia-170-del-estado-de-emergencia-cuarentena-focalizada-minsa-pilar-mazzetti-martin-vizcarra-noticia/
225,México reporta 827 muertos por coronavirus en un día y sobrepasa los 600.000 contagios,"México ocupa el octavo lugar mundial en casos confirmados detrás de Estados Unidos, Brasil, India, Rusia, Perú, Sudáfrica y Colombia y el tercero...",https://elcomercio.pe/mundo/mexico/coronavirus-en-mexico-en-vivo-casos-y-cifras-oficiales-del-martes-1-de-setiembre-mexico-reporta-827-muertos-por-covid-19-en-un-dia-y-el-total-de-fallecidos-sube-a-65241-ultimo-minuto-en-directo-amlo-cdmx-noticia/
226,El coronavirus arrastra a la economía de Australia a la recesión después de casi 30 años de crecimiento,"Australia entró en su primera recesión desde 1991 después de que su economía se contrajera un 7% durante el segundo trimestre, a causa de la epid...",https://elcomercio.pe/mundo/actualidad/coronavirus-australia-entra-en-recesion-por-el-covid-19-despues-de-casi-30-anos-de-crecimiento-noticia/
227,Robot evita contagios y anima a enfermos de COVID-19 en un hospital de Ciudad de México,"LaLuchy Robotina es un robot humanoide de color blanco. Mide 1.40 metros de altura y 37 kilos de peso. Su invención, va mucho más allá de un prot...",https://elcomercio.pe/videos/global/robot-evita-contagios-y-anima-a-enfermos-de-covid-19-en-un-hospital-de-ciudad-de-mexico-nnav-video-vr-noticia/
228,Boca Juniors suspende sus entrenamientos por múltiples casos de coronavirus en el plantel,"A tan solo unas semanas de que retorne la Copa Libertadores, el club argentino resolvió este lunes suspender los entrenamientos por 72 horas e in...",https://elcomercio.pe/videos/deportes/boca-juniors-suspende-sus-entrenamientos-por-multiples-casos-de-coronavirus-en-el-plantel-video-nnav-vr-noticia/
229,Argentina registra 10.504 contagios y 259 muertes por coronavirus en un día,Argentina inició el lunes una nueva extensión de la cuarentena que obligará al país a completar seis meses de confinamiento hasta el 20 de setiem...,https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-argentina-en-vivo-casos-y-cifras-oficiales-del-martes-1-de-setiembre-argentina-registra-10504-contagios-y-259-muertes-mas-por-covid-19-en-un-dia-en-directo-minuto-a-minuto-amba-buenos-aires-noticia/
230,Estados Unidos superó las 184.500 muertes y 6 millones de casos de coronavirus,"Este balance es de 42.939 contagios más que el lunes y de 1.090 nuevas muertes, es decir, más del doble de fallecidos que en las 24 horas anterio...",https://elcomercio.pe/mundo/eeuu/coronavirus-en-estados-unidos-en-vivo-hoy-martes-1-de-setiembre-de-2020-supero-las-184500-muertes-y-6-millones-de-casos-de-covid-19-usa-casos-y-cifras-oficiales-donald-trump-noticia/
231,Coronavirus: EE.UU. no estará en plataforma para acceso equitativo a vacuna por ruptura con OMS,"“No nos dejaremos constreñir por organizaciones multilaterales influidas por la corrupta Organización Mundial de la Salud y por China”, dijo uno ...",https://elcomercio.pe/mundo/actualidad/coronavirus-estados-unidos-no-estara-en-plataforma-para-acceso-equitativo-a-vacuna-por-ruptura-con-oms-covid-19-noticia/
232,"Brasil superó las 122.000 muertes y los 3,95 millones de casos de coronavirus","Según el boletín epidemiológico, el país volvió a situarse por encima del millar de fallecidos diarios por la enfermedad",https://elcomercio.pe/mundo/latinoamerica/coronavirus-en-brasil-en-vivo-casos-y-cifras-oficiales-del-martes-1-de-setiembre-supero-las-122000-muertes-y-los-395-millones-de-casos-de-covid-19-jair-bolsonaro-noticia/
233,Cajamarca: aplican 400 pruebas de descarte de COVID-19 a transportistas,Como parte del cumplimiento de los protocolos de seguridad en el transporte público.,https://elcomercio.pe/peru/cajamarca/cajamarca-400-pruebas-de-descarte-de-covid-19-se-aplicaron-a-transportistas-nnpp-noticia/
234,Vizcarra: “Cuando hablo de la última etapa del COVID-19 no es que el virus ya está de salida”  ,El presidente de la República afirmó que esta última etapa de la pandemia durará hasta que llegue al país la vacuna contra el COVID-19.,https://elcomercio.pe/lima/sucesos/martin-vizcarra-cuando-hablo-de-la-ultima-etapa-del-covid-19-no-es-que-el-virus-ya-esta-de-salida-coronavirus-nndc-noticia/
235,Coronavirus en Perú: repartirán gratis 800 mil protectores faciales en región Arequipa,Ministro de transportes señaló que estos implementos se distribuirán entre los usuarios del transporte urbano,https://elcomercio.pe/peru/coronavirus-en-peru-repartiran-gratis-800-mil-protectores-faciales-en-region-arequipa-nnpp-noticia/
236,Apurímac: hospital de Abancay contará con 50 camas intermedias para pacientes COVID-19,"Funcionarios supervisaron los trabajos de instalación del nosocomio, el cual debe entrar en funcionamiento en unas semanas.",https://elcomercio.pe/peru/apurimac-hospital-de-abancay-contara-con-50-camas-intermedias-para-pacientes-covid-19-nnpp-noticia/
237,Coronavirus en Perú: 471.599 pacientes se recuperaron y fueron dados de alta,"El Ministerio de Salud detalló que a la fecha el número de contagiados por coronavirus subió a 657.129 en el país. Además, hay un total de 29.068...",https://elcomercio.pe/lima/sucesos/coronavirus-peru-471599-pacientes-se-recuperaron-y-fueron-dados-de-alta-informo-el-minsa-covid-19-nndc-noticia/
238,Segundo Bono Universal 760 soles: ¿cuándo darán el nuevo subsidio del Gobierno?,El subsidio que anunció el presidente Martín Vizcarra en Fiestas Patrias se pagará próximamente. ¿Cuándo y quiénes serán los beneficiarios? Te lo...,https://elcomercio.pe/respuestas/cuando/segundo-bono-universal-familia-de-760-soles-cuando-daran-el-nuevo-subsidio-midis-bono-universal-bono-760-ministerio-de-trabajo-estado-de-emergencia-coronavirus-peru-banco-de-la-nacion-covid-19-revtli-noticia/
239,Argentina: gobernador que se reunió con Alberto Fernández tiene coronavirus,Gustavo Bordet estuvo el viernes con el presidente de Argentina en Puerto General San Martín para la firma del Acuerdo Federal de la Hidrovía Par...,https://elcomercio.pe/mundo/latinoamerica/coronavirus-argentina-gobernador-que-se-reunio-con-alberto-fernandez-tiene-covid-19-noticia/
240,Minsa reportó 5.092 nuevos casos confirmados de COVID-19 y el número acumulado llega a 657.129,"La cifra de contagiados por coronavirus tuvo un nuevo incremento este martes, pasando de 652.037 a 657.129, según el Ministerio de Salud.",https://elcomercio.pe/lima/sucesos/coronavirus-peru-minsa-reporto-5092-nuevos-casos-confirmados-de-covid-19-y-el-numero-acumulado-llega-a-657129-estado-de-emergencia-nndc-noticia/
241,Oxímetro de Pulso: ¿Qué es y cuál es su utilidad durante la pandemia por el coronavirus?,Este aparato ha sido de los más solicitados durante la pandemia por el Covid-19 y aquí te contamos todo lo que debes saber sobre el también llama...,https://elcomercio.pe/respuestas/oximetro-de-pulso-que-es-y-cual-es-su-utilidad-durante-la-pandemia-por-el-coronavirus-como-funciona-un-oximetro-covid-19-saturometro-oms-pulsaciones-revtli-noticia/
242,Minsa reporta 124 nuevos decesos por COVID-19 y el número acumulado de fallecidos llega a 29.068,"El Ministerio de Salud había informado el último lunes que la cifra de muertos era de 28.944. Además, la entidad precisó que el número de contagi...",https://elcomercio.pe/lima/sucesos/coronavirus-peru-minsa-reporta-124-nuevos-decesos-por-covid-19-y-el-numero-acumulado-de-fallecidos-llega-a-29068-nndc-noticia/
243,Cinco noticias que debes leer hoy martes 1 de setiembre,Compartimos contigo cinco de las noticias más importantes de hoy.,https://elcomercio.pe/desde-la-redaccion/cinco-noticias-que-debes-leer-hoy-martes-1-de-setiembre-martin-vizcarra-coronavirus-los-olivos-onp-economia-noticia/
244,Tacna: mil protectores faciales serán entregados a los usuarios de transporte público,"Los implementos forman parte de la donación que viene entregando el MTC a las municipalidades, para frenar el avance del COVID-19.",https://elcomercio.pe/peru/coronavirus-en-peru-mil-protectores-faciales-seran-entregados-a-los-usuarios-de-transporte-publico-nnpp-noticia/
245,4 claves para entender por qué se ha agudizado el viejo conflicto entre el pueblo mapuche y el Estado Chileno,"En medio de la crisis del Covid-19, el paro de transportistas vuelve a poner en la mesa uno de los conflictos más antiguos del Estado chileno: su...",https://elcomercio.pe/mundo/latinoamerica/mapuches-en-chile-4-claves-para-entender-por-que-se-ha-agudizado-el-centenario-conflicto-entre-los-mapuches-y-el-estado-chileno-en-la-araucania-noticia/
246,Boca suspende entrenamientos y aísla al plantel tras casos de COVID-19,El club Boca Juniors resolvió el lunes suspender los entrenamientos por 72 horas e instrumentar medidas de aislamiento del plantel tras detectars...,https://elcomercio.pe/videos/deportes/boca-suspende-entrenamientos-y-aisla-al-plantel-tras-casos-de-covid-19-deporte-pandemia-nnav-agafp-noticia/
247,revelan que el 20% de pacientes COVID-19 no guarda aislamiento domiciliario ,"De lunes a domingo, 90 equipos médicos se dispersan en diferentes zonas de Lima Norte para atenciones de emergencia y seguimiento clínico a pacie...",https://elcomercio.pe/videos/pais/revelan-que-el-20-de-pacientes-covid-19-no-guarda-aislamiento-domiciliario-pandemia-nnav-amtv-noticia/
248,Europeos vuelven a clase tras seis meses caóticos ,"Después de seis meses de una de una escolaridad interrumpida o fuertemente perturbada, millones de alumnos en Francia, Bélgica o Gran Bretaña vol...",https://elcomercio.pe/videos/global/europeos-vuelven-a-clase-tras-seis-meses-caoticos-pandemia-coronavirus-nnav-agafp-noticia/
249,Hong Kong lanzó campaña de detección de COVID-19,"Hong Kong lanzó el martes una campaña de detección del nuevo coronavirus gratuita y voluntaria, pero su éxito puede verse afectado por la desconf...",https://elcomercio.pe/videos/global/hong-kong-lanzo-campana-de-deteccion-de-covid-19-pandemia-nnav-agafp-noticia/
